num__Year_Birth,num__Income,num__Kidhome,num__Teenhome,num__Recency,num__MntWines,num__MntFruits,num__MntMeatProducts,num__MntFishProducts,num__MntSweetProducts,num__MntGoldProds,num__NumDealsPurchases,num__NumWebPurchases,num__NumCatalogPurchases,num__NumStorePurchases,num__NumWebVisitsMonth,num__AcceptedCmp3,num__AcceptedCmp4,num__AcceptedCmp5,num__AcceptedCmp1,num__AcceptedCmp2,num__Complain,num__Z_CostContact,num__Z_Revenue,num__Response,cat__Education_2n Cycle,cat__Education_Basic,cat__Education_Graduation,cat__Education_Master,cat__Education_PhD,cat__Marital_Status_Absurd,cat__Marital_Status_Alone,cat__Marital_Status_Divorced,cat__Marital_Status_Married,cat__Marital_Status_Single,cat__Marital_Status_Together,cat__Marital_Status_Widow,cat__Marital_Status_YOLO
-0.9846448609867456,0.22782346367244993,-0.8290973183581237,-0.9320509399501414,0.3120881777469314,0.9840443706517391,1.5541933589825145,1.6573894311238138,2.464510601003465,1.4584529331821505,0.8467375249167816,0.34020299164484175,1.3948889813422682,2.5021773941066523,-0.5467796986039465,0.6888298066006737,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,2.361160704442726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.235250738294527,-0.23703000154304657,1.0316249075753754,0.8982551997611096,-0.37775390356254174,-0.8706341592216437,-0.6349777262124168,-0.7084606849876842,-0.6465392159456181,-0.6276844745425473,-0.7267380540736316,-0.17460418247654372,-1.107884796863824,-0.5662369129407137,-1.164382673207087,-0.13107287817907565,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.31636252149932875,0.7589325397941064,-0.8290973183581237,-0.9320509399501414,-0.7916591523482256,0.36284595279350673,0.572840803550304,-0.1783350108219596,1.3481927255099706,-0.14811265667480064,-0.03594389744369408,-0.6894113565979292,1.3948889813422682,-0.22530198993545072,1.3060292252054746,-0.5410242205689503,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2708080347832864,-1.0134149055463406,1.0316249075753754,-0.9320509399501414,-0.7916591523482256,-0.8706341592216437,-0.5594890681022467,-0.6471238301255342,-0.5001368716186024,-0.5797272927557726,-0.7459267806466854,-0.17460418247654372,-0.7503456856915252,-0.9071718359459765,-0.5467796986039465,0.27887846421079904,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.020202157475505,0.2339326960879495,1.0316249075753754,-0.9320509399501414,1.553803924103983,-0.38913107935066926,0.4218634873299639,-0.21776584609048458,0.15867367785296813,-0.004241111314476643,-0.5540395149161472,1.3698173398876128,0.32227164782537154,0.11563293306981216,0.07082327599919386,-0.13107287817907565,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.14929193662747456,0.40026147540026047,-0.8290973183581237,0.8982551997611096,-1.1365801930029622,0.6422366287680227,0.3967006012932406,-0.3053899244649845,-0.683139802027372,0.3554377520863333,-0.573228241489201,-0.17460418247654372,0.6798107589976704,0.45656785607507505,1.3060292252054746,0.27887846421079904,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.18484923311623389,0.129169213762802,-0.8290973183581237,0.8982551997611096,-0.5157223198244364,-0.2048521228568396,0.9754469801378775,-0.016230465829134733,0.23187485001647595,0.5232878883400447,-0.3237747960395014,0.8550101657662272,1.0373498701699693,0.11563293306981216,0.37962476330076406,0.27887846421079904,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3543433272192134,-0.7450816520965272,1.0316249075753754,-0.9320509399501414,-0.5847065279553837,-0.6774384790264996,-0.40851175188190664,-0.48940048905143435,-0.6282389229047411,-0.6276844745425473,-0.40052970233171664,-0.17460418247654372,-0.03526746334692736,-0.9071718359459765,-0.5467796986039465,1.0987811489905484,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4354551104240152,-0.8673845436145605,1.0316249075753754,-0.9320509399501414,-1.0331038808065411,-0.8617174355203293,-0.6601406122491401,-0.6295990144506343,-0.6282389229047411,-0.5797272927557726,-0.8034929603658468,-0.6894113565979292,-0.39280657451922624,-0.9071718359459765,-1.164382673207087,1.5087324913804232,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,2.361160704442726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.5693919080382355,-1.8410385330344698,1.0316249075753754,0.8982551997611096,0.6570092184016679,-0.820106058247529,-0.6601406122491401,-0.7084606849876842,-0.6648395089864951,-0.6276844745425473,-0.5924169680622549,-0.6894113565979292,-1.107884796863824,-0.9071718359459765,-1.7819856478102274,6.018197257669045,3.553750001455882,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1872727423473592,2.8677752329271173e-16,1.0316249075753754,-0.9320509399501414,-1.3090407133303306,-0.8884676066242723,-0.5343261820655234,-0.7084606849876842,-0.683139802027372,-0.6037058836491599,-0.8226816869389006,-0.6894113565979292,-1.107884796863824,-0.9071718359459765,-1.164382673207087,0.6888298066006737,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6025256952958694,-1.7680430592699201,-0.8290973183581237,-0.9320509399501414,0.346580281812405,-0.8854953653905009,-0.25753443566156653,-0.6865546653940592,-0.4818365785777255,-0.6276844745425473,-0.5348507883430934,-0.6894113565979292,-0.7503456856915252,-0.9071718359459765,-0.8555811859055167,1.0987811489905484,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,0.0,0.0,-0.4235205160404431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
