fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0.01468594923369562,-0.5984139321006422,0.6878643368379455,0.6475563138557506,-0.4902765126661607,-0.4812954739426543,-1.0873873623787136,-0.8608445579276749,1.0231415260504382,-1.2163606459361735,-0.20444141047626344
0.11694956328836183,-0.42948280779611103,0.4893746085598227,0.6791146199685175,-0.7885050204286058,-0.4837344575535634,-1.0943105356260594,-1.029712124301554,1.3866925903484824,-0.7918928741558602,-0.23449218841912042
-0.13690796387587237,0.22438040900826478,1.2736305905950487,0.8903639628170327,-1.1348857104014993,-0.17525873979326456,0.7595249447785744,1.8115166551861541,-0.956226087019461,-0.34205379751977316,0.37765529850867796
1.1402040482770852,0.6231894637651624,-1.3069351928270043,-0.696379749688549,1.0182523260088396,1.564610448100704,0.7867910686529546,-0.4110507673929651,-0.6329102426917208,1.3018687304981496,-0.044845263995071175
0.08677609340432774,-0.8608756948202805,0.6886611393748705,0.9502825088000127,-0.8470404415636454,-0.6082126054584225,-1.104763231424189,-0.8053840182227135,1.6721588771929068,-1.114565725939511,-0.18974674124860416
-2.1981358722040714,0.9697012498150351,-0.591664071729326,-1.6777625458551901,1.3648018338241086,-1.3217389287071468,-0.5572718315818099,1.3492742122201007,-0.4412488802693024,-0.203761082907744,-2.2829258266746812
1.180644320932339,0.7327299917520174,-1.2356743122508391,-0.783034820693482,0.6682803433106147,1.3212751902329658,1.068211897345523,-0.7807727822943675,-0.9634517282574073,1.4367460093738387,-0.265010805775869
0.13640403367406784,-0.5426217929700683,0.7283609192106094,0.8142654574874169,-0.6775095075102172,-0.6913470299917466,-1.0517324694206753,-0.4937142818565438,1.1586870816028783,-1.4191655937218606,0.402761682065789
0.09429430760412526,-1.369558299426313,0.48132040205287335,0.7490378616288407,-0.9539402561535137,-0.5566249968365884,-0.7445140383845485,-1.103408779507762,0.9899270290436005,-0.9355158484095388,-0.030361045586832246
0.048829472783036135,-0.4635123565399513,0.2754744781627103,1.009706510831556,-1.0011038771754601,-0.30360207048626847,-1.2527916179097827,-0.7147229215005383,1.344399153765313,-0.5774652253029038,1.1232220609429946
1.0774739855691164,1.2378335938702103,-1.540804821032107,-0.7283261948183319,0.5703720396070684,1.5118939912166567,0.8823031064601332,-0.4659268011264047,-0.9098766320295666,1.415903698389573,-0.17291099331695856
-2.1530559893376857,0.44685269888995266,-0.6591838395545493,-1.8232513558489545,1.5045115664829143,-1.2834592237712648,-0.49430245955090624,1.3065140182539785,-0.6089970556097178,0.07864171160019778,-2.390570659924741
